log_id,api_id,request_time,response_time_ms,status_code,request_method,payload_size_kb,cpu_usage,memory_usage,request_count,error_message,server_region,is_error,performance_category
4418,54,2026-05-06 13:02:38,356.75,201,PUT,3885.193,33.81,38.87,1,No Error,Sa-East-1,False,Moderate
4419,222,2026-05-11 03:01:53,-1.0,200,DELETE,11.202,165.4,0.0,1,No Error,Us-West-2,False,Fast
4420,213,2026-05-19 10:28:00,373.07,201,PATCH,919.2,22.2,29.31,2,No Error,Ap-Southeast-1,False,Moderate
4421,42,2026-05-05 10:37:51,93.78,404,PUT,1578.085,4.69,17.84,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
4422,152,2026-05-22 19:13:00,20.02,429,PUT,159.074,9.49,22.01,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
4423,124,2026-05-04 19:12:58,354.89,200,POST,1234.498,8.76,19.92,1,No Error,Us-West-2,False,Moderate
4424,124,2026-05-16 08:01:54,325.41,204,PUT,1992.935,23.09,12.26,1,No Error,Us-East-1,False,Moderate
4425,187,2026-05-24 00:59:41,396.76,204,GET,4.653,21.4,27.66,1,No Error,Us-West-2,False,Moderate
4426,42,2026-05-24 17:30:32,64.28,200,PATCH,3809.392,4.5,31.72,1,No Error,Us-East-1,False,Fast
4427,241,2026-05-15 15:08:41,87.64,429,PUT,3207.362,5.64,21.62,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
4428,142,2026-05-01 19:08:15,25.8,201,POST,3691.053,1.83,28.57,1,No Error,Eu-West-1,False,Fast
4429,240,2026-05-02 23:58:48,266.98,200,PATCH,675.712,4.01,49.12,1,No Error,Eu-West-1,False,Moderate
4430,72,2026-05-02 13:55:06,371.49,201,DELETE,12.288,19.59,21.87,1,No Error,Us-West-2,False,Moderate
4431,102,2026-05-17 19:16:27,271.61,200,PATCH,1768.456,17.37,29.69,1,No Error,Us-East-1,False,Moderate
4432,47,2026-05-18 00:20:35,78.81,400,POST,3956.615,1.95,8.95,1,No Error,Us-East-1,True,Fast
4433,123,2026-05-10 18:36:22,25128.12,503,PATCH,2213.469,99.67,99.01,1,Service Unavailable: Downstream database connection pool timeout,Ap-Southeast-1,True,Slow
4434,228,2026-05-03 09:09:23,121.66,200,PUT,2256.091,12.71,12.92,1,No Error,Sa-East-1,False,Fast
4435,20,2026-05-01 07:33:17,279.94,201,PATCH,3809.83,18.31,31.98,1,No Error,Sa-East-1,False,Moderate
4436,213,2026-05-08 09:24:21,194.82,200,DELETE,6.634,38.11,12.88,1,No Error,Eu-West-1,False,Fast
4437,139,2026-05-11 09:29:27,43.64,429,DELETE,8.243,8.23,18.72,5,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
4438,182,2026-05-02 10:00:43,401.27,200,PATCH,55.17,31.34,31.98,1,No Error,Eu-West-1,False,Moderate
4439,169,2026-05-09 22:27:20,209.25,204,PATCH,3503.622,8.44,22.0,1,No Error,Eu-West-1,False,Moderate
4440,139,2026-05-05 09:37:34,192.2,200,GET,2.99,16.9,21.55,1,No Error,Sa-East-1,False,Fast
4441,98,2026-05-21 12:09:19,161.03,200,GET,5.188,35.48,20.46,1,No Error,Ap-Southeast-1,False,Fast
4442,183,2026-05-04 01:48:42,255.58,204,GET,8.955,7.16,19.07,1,No Error,Us-East-1,False,Moderate
4443,214,2026-05-09 17:15:04,17.17,429,PUT,675.651,8.76,10.4,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
4444,117,2026-05-05 15:05:06,410.91,201,DELETE,8.775,9.97,48.19,1,No Error,Us-West-2,False,Moderate
4445,27,2026-05-11 05:05:30,368.37,200,DELETE,5.626,32.55,23.01,1,No Error,Eu-West-1,False,Moderate
4446,69,2026-05-23 20:30:55,30.24,204,PUT,2693.95,15.86,16.53,1,No Error,Eu-West-1,False,Fast
4447,239,2026-05-06 09:38:18,430.72,204,PATCH,949.018,1.86,21.02,1,No Error,Us-East-1,False,Moderate
4448,16,2026-05-24 04:03:46,442.04,200,PATCH,2341.408,8.75,22.41,1,No Error,Ap-Southeast-1,False,Moderate
4449,36,2026-05-10 01:08:36,267.66,204,PATCH,4086.486,1.01,38.24,1,No Error,Us-East-1,False,Moderate
4450,216,2026-05-24 01:49:27,14425.61,503,PUT,3621.369,96.97,97.77,1,Service Unavailable: Downstream database connection pool timeout,Us-West-2,True,Slow
4451,218,2026-05-10 03:53:00,186.92,200,PATCH,3996.414,27.62,45.1,1,No Error,Us-East-1,False,Fast
4452,199,2026-05-09 22:32:47,34.22,429,GET,1.792,1.2,18.86,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
4453,41,2026-05-20 08:20:30,179.63,200,POST,210.446,28.07,31.07,1,No Error,Ap-Southeast-1,False,Fast
4454,212,2026-05-13 10:48:15,13.8,429,DELETE,1.064,8.8,29.07,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Eu-West-1,True,Fast
4455,241,2026-05-11 06:08:30,34.38,204,PATCH,2600.586,26.61,45.93,1,No Error,Us-West-2,False,Fast
4456,17,2026-05-15 01:36:50,6708.7,504,DELETE,0.774,97.69,90.99,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
4457,229,2026-05-03 04:03:55,32.33,404,PUT,949.46,7.98,12.71,2,Resource Not Found: Endpoint entity collection does not exist,Us-East-1,True,Fast
4458,239,2026-05-06 16:58:45,252.37,201,PUT,368.585,31.86,18.34,2,No Error,Ap-Southeast-1,False,Moderate
4459,161,2026-05-23 17:42:17,277.18,200,POST,452.357,10.82,22.09,1,No Error,Eu-West-1,False,Moderate
4460,154,2026-05-14 08:08:32,22509.62,504,PATCH,601.642,99.88,94.26,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Eu-West-1,True,Slow
4461,146,2026-05-13 17:18:28,69.08,400,PATCH,458.416,11.34,8.78,1,No Error,Us-West-2,True,Fast
4462,100,2026-05-05 22:13:17,318.91,204,GET,6.521,10.53,31.74,1,No Error,Sa-East-1,False,Moderate
4463,141,2026-05-22 20:57:00,262.41,200,DELETE,10.09,30.65,16.6,1,No Error,Sa-East-1,False,Moderate
4464,233,2026-05-07 21:00:33,39.05,400,PATCH,391.456,6.84,22.71,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
4465,95,2026-05-07 11:27:34,49.82,204,PATCH,1700.676,2.1,32.98,1,No Error,Us-East-1,False,Fast
4466,238,2026-05-14 13:22:39,428.69,201,PATCH,2542.618,23.37,25.28,1,No Error,Us-East-1,False,Moderate
4467,87,2026-05-19 02:22:50,174.56,204,GET,10.671,28.34,43.85,1,No Error,Eu-West-1,False,Fast
4468,139,2026-05-01 21:30:33,209.0,201,PUT,3188.04,8.36,47.84,1,No Error,Us-West-2,False,Moderate
4469,34,2026-05-05 07:27:20,30.76,401,PUT,2663.68,7.16,24.11,1,Unauthorized: Signature mismatch or expired bearer token,Ap-Southeast-1,True,Fast
4470,183,2026-05-05 17:10:29,297.93,200,PATCH,326.672,9.98,16.99,1,No Error,Sa-East-1,False,Moderate
4471,123,2026-05-19 03:23:54,149.38,200,GET,6.057,6.65,31.13,1,No Error,Eu-West-1,False,Fast
4472,226,2026-05-04 13:26:11,167.03,200,PATCH,424.326,14.32,32.21,1,No Error,Ap-Southeast-1,False,Fast
4473,64,2026-05-19 09:25:13,229.46,201,POST,3267.842,7.98,21.49,1,No Error,Eu-West-1,False,Moderate
4474,55,2026-05-01 03:08:17,429.93,500,PATCH,2096.516,46.28,70.19,1,CRITICAL_TELEMETRY_DROP_OUT,Sa-East-1,True,Moderate
4475,152,2026-05-22 17:11:32,295.11,200,POST,3906.483,16.2,46.74,1,No Error,Eu-West-1,False,Moderate
4476,51,2026-05-02 06:51:07,92.41,401,GET,11.279,11.52,9.85,5,Unauthorized: Signature mismatch or expired bearer token,Us-West-2,True,Fast
4477,30,2026-05-10 16:07:22,432.57,200,POST,467.327,11.88,32.94,1,No Error,Us-West-2,False,Moderate
4478,234,2026-05-20 03:11:16,306.92,200,PATCH,2254.856,20.72,13.58,1,No Error,Us-West-2,False,Moderate
4479,19,2026-05-04 20:22:21,143.27,200,DELETE,9.084,10.59,44.54,1,No Error,Eu-West-1,False,Fast
4480,184,2026-05-16 12:23:07,307.59,201,GET,8.403,36.49,27.0,1,No Error,Us-East-1,False,Moderate
4481,26,2026-05-10 06:28:35,230.48,200,DELETE,11.209,14.56,46.14,1,No Error,Eu-West-1,False,Moderate
4482,227,2026-05-21 18:34:28,394.23,200,POST,4027.792,37.85,36.48,1,No Error,Sa-East-1,False,Moderate
4483,165,2026-05-21 03:22:12,393.86,200,PUT,2513.18,5.31,46.46,1,No Error,Us-East-1,False,Moderate
4484,240,2026-05-18 09:53:03,121.58,201,DELETE,4.367,15.35,23.0,1,No Error,Sa-East-1,False,Fast
4485,149,2026-05-01 20:17:45,81.96,200,PATCH,1802.999,20.5,49.71,1,No Error,Eu-West-1,False,Fast
4486,168,2026-05-01 09:06:18,99999.99,400,PATCH,2111.649,-99.0,29.34,1,No Error,Us-West-2,True,Slow
4487,47,2026-05-15 16:14:45,388.82,200,POST,1348.541,29.22,29.56,1,No Error,Us-East-1,False,Moderate
4488,187,2026-05-01 21:16:50,17.95,500,PUT,1413.984,0.81,22.37,1,    CRITICAL_TELEMETRY_DROP_OUT,Us-East-1,True,Fast
4489,151,2026-05-17 04:46:39,84.75,204,PATCH,2279.65,24.23,50.62,1,No Error,Us-West-2,False,Fast
4490,208,2026-05-19 02:23:27,99.46,200,DELETE,10.811,8.22,29.7,1,No Error,Us-East-1,False,Fast
4491,74,2026-05-24 04:55:54,313.56,200,DELETE,10.861,2.24,38.27,1,No Error,Sa-East-1,False,Moderate
4492,220,2026-05-10 01:25:30,99999.99,400,POST,2746.236,165.4,-1.0,5,No Error,Eu-West-1,True,Slow
4493,7,2026-05-06 22:56:09,85.64,401,DELETE,10.988,3.64,22.19,1,Unauthorized: Signature mismatch or expired bearer token,Sa-East-1,True,Fast
4494,82,2026-05-04 14:34:58,200.385,200,POST,1475.816,17.42,0.0,1,No Error,Us-West-2,False,Moderate
4495,101,2026-05-14 17:35:11,79.77,204,PUT,522.91,16.12,44.02,1,No Error,Ap-Southeast-1,False,Fast
4496,225,2026-05-16 02:10:37,405.63,201,POST,2401.255,27.28,49.74,1,No Error,Us-West-2,False,Moderate
4497,163,2026-05-02 09:57:02,224.93,204,PUT,3120.671,32.59,25.73,1,No Error,Eu-West-1,False,Moderate
4498,227,2026-05-22 01:22:41,348.84,204,PUT,811.124,7.37,26.69,1,No Error,Eu-West-1,False,Moderate
4499,178,2026-05-25 05:04:54,150.75,200,GET,12.366,18.8,25.17,2,No Error,Us-East-1,False,Fast
4500,122,2026-05-14 21:36:57,140.0,200,PUT,2084.244,36.31,44.74,1,No Error,Sa-East-1,False,Fast
4501,152,2026-05-17 20:08:53,281.75,200,PUT,2067.254,21.43,35.07,1,No Error,Ap-Southeast-1,False,Moderate
4502,14,2026-05-02 08:34:50,264.4,200,DELETE,9.289,27.46,48.21,1,No Error,Us-West-2,False,Moderate
4503,49,2026-05-19 22:20:00,173.95,200,GET,6.938,31.03,52.26,1,No Error,Eu-West-1,False,Fast
4504,205,2026-05-06 04:35:51,84.05,401,GET,6.619,7.94,11.82,1,Unauthorized: Signature mismatch or expired bearer token,Us-East-1,True,Fast
4505,191,2026-05-24 13:01:06,378.13,200,PUT,3811.558,10.48,46.82,1,No Error,Sa-East-1,False,Moderate
4506,170,2026-05-10 08:01:48,6495.08,500,DELETE,1.723,97.48,94.68,2,Internal Server Error: NullPointerException in controller execution layer,Us-East-1,True,Slow
4507,113,2026-05-19 19:19:14,40.12,200,GET,5.264,6.38,20.46,1,No Error,Sa-East-1,False,Fast
4508,215,2026-05-07 15:55:50,69.83,403,GET,3.125,0.54,21.37,1,Forbidden: Client lacks required read/write scopes,Us-East-1,True,Fast
4509,118,2026-05-09 01:20:49,19.92,200,PUT,3071.158,36.9,29.58,1,No Error,Sa-East-1,False,Fast
4510,74,2026-05-04 06:42:01,99999.99,200,POST,1179.069,17.42,29.34,1,No Error,Us-West-2,False,Slow
4511,152,2026-05-13 01:57:48,84.72,204,GET,7.258,22.78,21.31,1,No Error,Eu-West-1,False,Fast
4512,232,2026-05-15 07:26:03,200.385,500,PATCH,3324.271,-99.0,0.0,1,CRITICAL_TELEMETRY_DROP_OUT,Us-West-2,True,Moderate
4513,235,2026-05-03 02:44:35,63.0,200,POST,767.562,17.99,37.46,1,No Error,Ap-Southeast-1,False,Fast
4514,174,2026-05-24 21:29:31,277.64,200,POST,2399.428,19.35,19.46,1,No Error,Eu-West-1,False,Moderate
4515,242,2026-05-22 14:31:05,367.56,200,GET,1.182,10.99,39.78,2,No Error,Ap-Southeast-1,False,Moderate
4516,84,2026-05-05 20:37:26,99999.99,200,PUT,1449.057,165.4,29.34,5,No Error,Sa-East-1,False,Slow
4517,228,2026-05-15 09:51:21,289.89,204,GET,10.928,5.03,20.52,2,No Error,Ap-Southeast-1,False,Moderate
4518,172,2026-05-17 22:16:46,48.41,200,DELETE,6.025,29.33,28.63,1,No Error,Ap-Southeast-1,False,Fast
4519,226,2026-05-21 19:30:59,207.84,204,PUT,3222.884,29.33,49.48,1,No Error,Us-West-2,False,Moderate
4520,21,2026-05-18 00:16:15,28.08,204,DELETE,12.498,8.66,45.15,1,No Error,Eu-West-1,False,Fast
4521,201,2026-05-22 14:16:31,15831.25,503,PATCH,3496.165,93.52,95.52,1,Service Unavailable: Downstream database connection pool timeout,Ap-Southeast-1,True,Slow
4522,85,2026-05-25 10:57:31,91.52,404,POST,3015.267,9.28,28.91,1,Resource Not Found: Endpoint entity collection does not exist,Ap-Southeast-1,True,Fast
4523,195,2026-05-10 10:35:02,402.14,200,POST,3273.461,29.53,23.52,1,No Error,Sa-East-1,False,Moderate
4524,14,2026-05-21 17:53:00,268.37,204,PATCH,922.923,37.48,30.82,2,No Error,Us-East-1,False,Moderate
4525,62,2026-05-23 12:18:27,403.98,201,PATCH,4042.485,26.07,20.12,12,No Error,Us-West-2,False,Moderate
4526,121,2026-05-24 20:55:30,8396.08,503,GET,8.042,97.45,98.8,1,Service Unavailable: Downstream database connection pool timeout,Eu-West-1,True,Slow
4527,246,2026-05-23 05:39:58,229.14,204,PATCH,2536.37,14.7,20.24,1,No Error,Us-East-1,False,Moderate
4528,187,2026-05-23 02:24:21,431.16,200,PATCH,611.355,35.73,25.42,1,No Error,Sa-East-1,False,Moderate
4529,240,2026-05-23 07:14:31,268.59,201,GET,10.584,25.71,47.42,2,No Error,Sa-East-1,False,Moderate
4530,88,2026-05-01 02:35:28,437.6,200,POST,3449.085,34.64,40.75,1,No Error,Sa-East-1,False,Moderate
4531,78,2026-05-23 19:46:29,85.25,401,DELETE,8.566,7.76,10.69,1,Unauthorized: Signature mismatch or expired bearer token,Sa-East-1,True,Fast
4532,178,2026-05-25 10:31:23,46.55,500,GET,2.21,8.86,26.81,1,    CRITICAL_TELEMETRY_DROP_OUT,Us-East-1,True,Fast
4533,210,2026-05-07 03:49:56,44.11,200,PATCH,2179.235,30.86,27.28,1,No Error,Us-East-1,False,Fast
4534,77,2026-05-16 15:05:36,353.33,200,PUT,2561.52,37.59,45.49,1,No Error,Sa-East-1,False,Moderate
4535,74,2026-05-08 13:20:17,38.86,201,PUT,2281.99,32.36,26.89,1,No Error,Ap-Southeast-1,False,Fast
4536,209,2026-05-14 10:21:12,77.41,400,GET,5.0,9.84,29.76,1,Bad Request: Invalid JSON payload structure,Sa-East-1,True,Fast
4537,183,2026-05-06 00:16:21,39.05,404,PATCH,2785.636,4.77,24.58,1,Resource Not Found: Endpoint entity collection does not exist,Ap-Southeast-1,True,Fast
4538,222,2026-05-18 01:53:24,47.13,200,PATCH,3661.62,1.45,25.96,1,No Error,Sa-East-1,False,Fast
4539,66,2026-05-24 19:35:43,214.11,200,PATCH,1121.96,32.2,37.18,1,No Error,Sa-East-1,False,Moderate
4540,118,2026-05-03 11:37:49,377.17,201,GET,3.739,10.0,37.75,2,No Error,Ap-Southeast-1,False,Moderate
4541,59,2026-05-24 20:01:07,329.99,201,POST,1966.091,27.13,20.58,1,No Error,Us-East-1,False,Moderate
4542,192,2026-05-08 19:51:30,5354.7,503,POST,1382.71,90.28,99.58,5,Service Unavailable: Downstream database connection pool timeout,Us-West-2,True,Slow
4543,244,2026-05-08 06:23:16,20.69,201,PATCH,3012.434,4.85,23.72,1,No Error,Sa-East-1,False,Fast
4544,199,2026-05-20 08:13:02,92.64,403,PUT,1000.143,5.52,28.73,1,Forbidden: Client lacks required read/write scopes,Ap-Southeast-1,True,Fast
4545,57,2026-05-13 05:47:29,38.96,201,DELETE,7.364,20.54,44.83,1,No Error,Ap-Southeast-1,False,Fast
4546,228,2026-05-15 10:21:45,20725.46,500,PATCH,2642.824,94.31,91.15,1,Internal Server Error: NullPointerException in controller execution layer,Eu-West-1,True,Slow
4547,203,2026-05-13 07:26:26,27.04,201,PUT,2693.116,26.09,20.87,1,No Error,Sa-East-1,False,Fast
4548,167,2026-05-05 20:37:05,420.38,201,PATCH,3041.64,14.37,27.19,1,No Error,Sa-East-1,False,Moderate
4549,35,2026-05-16 22:13:56,379.57,204,PUT,1351.936,32.19,36.3,1,No Error,Ap-Southeast-1,False,Moderate
4550,231,2026-05-08 04:23:17,316.03,200,DELETE,10.414,25.06,45.64,2,No Error,Ap-Southeast-1,False,Moderate
4551,114,2026-05-01 06:49:45,11.88,429,DELETE,12.185,8.54,9.87,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Ap-Southeast-1,True,Fast
4552,210,2026-05-23 20:06:58,351.37,201,GET,9.243,1.37,22.4,1,No Error,Eu-West-1,False,Moderate
4553,30,2026-05-22 14:23:44,25.63,429,DELETE,0.928,2.25,22.17,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
4554,185,2026-05-14 07:58:42,9.05,429,DELETE,2.109,4.42,23.68,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-West-2,True,Fast
4555,235,2026-05-12 13:02:01,200.385,200,PUT,2339.292,165.4,29.34,2,No Error,Ap-Southeast-1,False,Moderate
4556,211,2026-05-19 18:32:41,129.79,204,DELETE,9.202,24.42,50.41,1,No Error,Eu-West-1,False,Fast
4557,7,2026-05-04 05:39:39,187.4,200,DELETE,6.016,38.0,18.43,1,No Error,Sa-East-1,False,Fast
4558,22,2026-05-19 22:28:15,318.4,201,PUT,424.583,21.93,36.24,2,No Error,Sa-East-1,False,Moderate
4559,183,2026-05-05 10:41:35,86.49,200,POST,3386.029,28.3,22.72,1,No Error,Sa-East-1,False,Fast
4560,198,2026-05-24 15:34:23,22307.83,504,GET,2.958,90.55,88.76,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Us-East-1,True,Slow
4561,209,2026-05-15 05:28:04,253.04,201,GET,4.794,24.09,49.76,1,No Error,Sa-East-1,False,Moderate
4562,194,2026-05-13 06:51:40,324.28,204,DELETE,3.261,27.21,25.35,1,No Error,Sa-East-1,False,Moderate
4563,10,2026-05-22 09:32:13,99.18,200,PUT,368.801,14.89,14.49,1,No Error,Eu-West-1,False,Fast
4564,73,2026-05-12 05:38:13,109.67,201,PUT,1917.045,0.94,19.0,1,No Error,Ap-Southeast-1,False,Fast
4565,148,2026-05-23 08:07:33,441.38,200,GET,3.776,15.77,18.38,1,No Error,Us-East-1,False,Moderate
4566,237,2026-05-21 20:04:23,389.74,204,PUT,324.871,2.7,36.43,1,No Error,Eu-West-1,False,Moderate
4567,91,2026-05-19 09:32:10,45.19,204,GET,0.657,16.97,26.42,1,No Error,Eu-West-1,False,Fast
4568,86,2026-05-15 07:19:53,310.73,200,PATCH,1775.208,3.74,51.75,1,No Error,Us-West-2,False,Moderate
4569,204,2026-05-03 01:20:09,264.08,201,PUT,2627.455,18.71,30.73,2,No Error,Eu-West-1,False,Moderate
4570,218,2026-05-13 03:07:55,49.28,429,PATCH,62.819,9.99,27.25,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Us-East-1,True,Fast
4571,87,2026-05-15 13:45:13,28.83,200,POST,285.857,22.3,23.85,2,No Error,Ap-Southeast-1,False,Fast
4572,63,2026-05-08 03:15:25,186.25,201,PUT,2187.136,3.21,14.41,1,No Error,Ap-Southeast-1,False,Fast
4573,238,2026-05-24 11:17:44,9062.71,504,POST,1569.164,92.45,99.07,5,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Sa-East-1,True,Slow
4574,228,2026-05-06 02:37:10,201.18,204,POST,621.373,22.49,30.43,1,No Error,Ap-Southeast-1,False,Moderate
4575,71,2026-05-08 00:03:30,384.42,200,PATCH,2545.876,5.79,36.4,1,No Error,Us-West-2,False,Moderate
4576,19,2026-05-11 15:25:06,334.31,204,POST,2489.694,24.07,16.56,2,No Error,Sa-East-1,False,Moderate
4577,3,2026-05-19 13:24:18,-1.0,500,POST,2713.514,165.4,-1.0,1,CRITICAL_TELEMETRY_DROP_OUT,Ap-Southeast-1,True,Fast
4578,192,2026-05-07 20:10:07,132.26,200,GET,10.887,33.13,33.64,1,No Error,Eu-West-1,False,Fast
4579,213,2026-05-06 15:55:30,400.65,204,GET,3.278,31.38,35.61,1,No Error,Eu-West-1,False,Moderate
4580,62,2026-05-07 02:49:42,286.95,204,DELETE,6.754,22.24,45.24,1,No Error,Us-East-1,False,Moderate
4581,54,2026-05-01 23:16:26,26.73,400,GET,9.029,1.5,21.08,1,Bad Request: Invalid JSON payload structure,Us-West-2,True,Fast
4582,225,2026-05-16 11:24:45,30.12,200,DELETE,8.341,25.81,32.8,1,No Error,Us-East-1,False,Fast
4583,90,2026-05-23 01:44:47,18.62,400,GET,7.576,3.29,24.65,1,No Error,Sa-East-1,True,Fast
4584,7,2026-05-15 13:28:51,42.55,401,PATCH,2429.766,8.47,18.27,1,Unauthorized: Signature mismatch or expired bearer token,Eu-West-1,True,Fast
4585,39,2026-05-01 21:39:41,90.99,200,POST,2526.64,24.09,40.91,5,No Error,Sa-East-1,False,Fast
4586,25,2026-05-24 09:11:26,71.21,404,POST,237.14,7.97,11.6,1,Resource Not Found: Endpoint entity collection does not exist,Us-West-2,True,Fast
4587,161,2026-05-01 03:08:17,382.05,400,GET,8.486,52.62,49.49,1,No Error,Ap-Southeast-1,True,Moderate
4588,52,2026-05-21 11:16:26,176.14,200,POST,3834.326,11.33,47.1,1,No Error,Us-East-1,False,Fast
4589,127,2026-05-02 23:52:25,212.28,200,DELETE,10.567,17.95,13.25,1,No Error,Sa-East-1,False,Moderate
4590,223,2026-05-16 06:27:28,136.17,200,GET,4.241,29.7,48.56,1,No Error,Eu-West-1,False,Fast
4591,147,2026-05-18 19:22:54,195.48,201,PUT,3450.551,15.45,20.46,1,No Error,Ap-Southeast-1,False,Fast
4592,77,2026-05-10 21:50:37,76.81,403,DELETE,0.322,9.38,28.74,1,Forbidden: Client lacks required read/write scopes,Ap-Southeast-1,True,Fast
4593,185,2026-05-11 19:08:21,206.18,200,PATCH,3965.583,16.96,48.06,1,No Error,Eu-West-1,False,Moderate
4594,61,2026-05-15 09:37:41,337.89,200,PUT,3624.257,6.44,44.3,1,No Error,Us-West-2,False,Moderate
4595,232,2026-05-09 02:43:18,80.42,200,DELETE,4.981,6.53,18.75,1,No Error,Eu-West-1,False,Fast
4596,9,2026-05-11 21:13:39,147.98,204,PATCH,2049.551,16.22,48.69,1,No Error,Us-West-2,False,Fast
4597,218,2026-05-02 22:39:59,396.87,201,PUT,3177.599,34.68,49.52,1,No Error,Ap-Southeast-1,False,Moderate
4598,223,2026-05-06 00:27:40,56.64,400,POST,3935.546,4.92,23.18,1,No Error,Eu-West-1,True,Fast
4599,121,2026-05-05 13:09:13,295.58,200,PATCH,3103.618,25.22,17.83,5,No Error,Sa-East-1,False,Moderate
4600,162,2026-05-06 06:07:09,41.26,429,PUT,627.303,3.92,28.46,1,Rate Limit Exceeded: Threshold of 100 req/sec breached,Sa-East-1,True,Fast
4601,76,2026-05-16 19:47:09,42.54,400,POST,2360.948,10.5,19.85,1,Bad Request: Invalid JSON payload structure,Eu-West-1,True,Fast
4602,116,2026-05-09 06:03:25,182.36,204,GET,8.607,24.76,41.4,1,No Error,Us-East-1,False,Fast
4603,153,2026-05-16 18:03:06,18350.98,500,DELETE,5.658,99.99,88.59,1,Internal Server Error: NullPointerException in controller execution layer,Us-West-2,True,Slow
4604,153,2026-05-20 18:46:13,264.84,200,GET,9.752,20.98,26.86,1,No Error,Ap-Southeast-1,False,Moderate
4605,45,2026-05-16 14:38:31,114.25,200,DELETE,2.58,35.81,13.54,1,No Error,Eu-West-1,False,Fast
4606,116,2026-05-22 06:31:30,100.37,204,GET,5.092,14.01,14.65,1,No Error,Us-West-2,False,Fast
4607,55,2026-05-01 12:22:14,354.68,201,PUT,3895.491,17.45,44.07,1,No Error,Us-West-2,False,Moderate
4608,194,2026-05-16 03:53:03,265.31,200,POST,2055.53,22.89,46.82,1,No Error,Eu-West-1,False,Moderate
4609,4,2026-05-08 12:09:48,171.73,200,POST,372.74,15.02,36.58,1,No Error,Us-West-2,False,Fast
4610,22,2026-05-15 07:45:29,433.27,201,GET,0.101,36.54,31.36,1,No Error,Ap-Southeast-1,False,Moderate
4611,65,2026-05-03 14:13:54,8148.36,500,PATCH,3807.427,98.29,96.07,1,Internal Server Error: NullPointerException in controller execution layer,Ap-Southeast-1,True,Slow
4612,172,2026-05-18 07:44:37,141.23,200,POST,322.296,4.72,50.1,1,No Error,Ap-Southeast-1,False,Fast
4613,194,2026-05-03 04:34:08,200.385,400,PATCH,3565.795,-99.0,29.34,1,No Error,Us-East-1,True,Moderate
4614,87,2026-05-21 13:18:18,198.62,204,POST,3575.049,18.72,47.75,1,No Error,Ap-Southeast-1,False,Fast
4615,168,2026-05-02 17:37:05,20.75,201,GET,2.792,14.64,28.6,1,No Error,Eu-West-1,False,Fast
4616,51,2026-05-20 12:28:24,10449.31,504,DELETE,11.007,98.84,98.14,2,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Sa-East-1,True,Slow
4617,46,2026-05-15 02:10:11,400.47,200,POST,1838.151,37.48,32.69,1,No Error,Eu-West-1,False,Moderate
4618,184,2026-05-01 16:20:57,406.88,204,PUT,3740.242,21.5,33.01,1,No Error,Ap-Southeast-1,False,Moderate
4619,10,2026-05-10 13:06:30,52.56,400,DELETE,3.129,5.02,25.09,1,Bad Request: Invalid JSON payload structure,Us-East-1,True,Fast
4620,39,2026-05-06 17:30:54,89.33,204,DELETE,8.931,23.52,43.54,1,No Error,Eu-West-1,False,Fast
4621,181,2026-05-01 16:57:08,19433.68,504,GET,9.078,93.66,89.5,1,Gateway Timeout: Upstream microservice failed to respond within 15000ms,Ap-Southeast-1,True,Slow
4622,226,2026-05-16 06:34:50,6564.85,503,GET,6.607,97.43,92.17,1,Service Unavailable: Downstream database connection pool timeout,Ap-Southeast-1,True,Slow
4623,92,2026-05-15 00:40:18,51.65,400,PATCH,2991.545,3.85,12.7,1,No Error,Eu-West-1,True,Fast
4624,92,2026-05-04 04:03:20,69.32,400,PUT,973.49,9.34,16.22,2,No Error,Sa-East-1,True,Fast
4625,59,2026-05-16 16:13:45,125.58,200,PATCH,950.123,22.06,48.84,1,No Error,Sa-East-1,False,Fast
4626,82,2026-05-24 06:07:19,336.05,200,POST,1305.267,26.74,30.98,1,No Error,Sa-East-1,False,Moderate
4627,118,2026-05-06 14:28:23,23744.37,503,GET,6.246,94.88,90.47,1,Service Unavailable: Downstream database connection pool timeout,Sa-East-1,True,Slow
